,name,review_score,reviewers,final_price,discount,ori_price,release_date,id,link
101,LEGO® Star Wars™: The Skywalker Saga,92,"30,226",1319.67,67,"3.999,00",2022 年 4 月 6 日,920210,https://store.steampowered.com/app/920210/LEGO_Star_Wars_The_Skywalker_Saga/?snr=1_7_7_2300_150_5
102,Conan Exiles,78,"63,110",183.99,60,"459,99",2018 年 5 月 8 日,440900,https://store.steampowered.com/app/440900/Conan_Exiles/?snr=1_7_7_2300_150_5
103,Overcooked! 2,90,"36,136",137.49,75,"549,99",2018 年 8 月 8 日,728880,https://store.steampowered.com/app/728880/Overcooked_2/?snr=1_7_7_2300_150_5
104,神力科莎 Assetto Corsa,92,"76,313",44.99,80,"224,99",2014 年 12 月 19 日,244210,https://store.steampowered.com/app/244210/_Assetto_Corsa/?snr=1_7_7_2300_150_5
105,底特律：化身为人,94,"73,661",1999.5,50,"3.999,00",2020 年 6 月 18 日,1222140,https://store.steampowered.com/app/1222140/_/?snr=1_7_7_2300_150_5
106,Watch_Dogs® 2,82,"58,966",749.85,85,"4.999,00",2016 年 11 月 29 日,447040,https://store.steampowered.com/app/447040/Watch_Dogs_2/?snr=1_7_7_2300_150_5
107,《战地风云 5》,70,"137,223",1324.75,75,"5.299,00",2020 年 10 月 22 日,1238810,https://store.steampowered.com/app/1238810/_5/?snr=1_7_7_2300_150_5
108,Hollow Knight,97,"262,975",525.0,50,"1.050,00",2017 年 2 月 25 日,367520,https://store.steampowered.com/app/367520/Hollow_Knight/?snr=1_7_7_2300_150_5
109,房产达人,93,"67,839",525.0,70,"1.750,00",2018 年 5 月 17 日,613100,https://store.steampowered.com/app/613100/_/?snr=1_7_7_2300_150_5
110,中世纪王朝,90,"25,745",1943.5,35,"2.990,00",2021 年 9 月 23 日,1129580,https://store.steampowered.com/app/1129580/_/?snr=1_7_7_2300_150_5
111,DJMAX RESPECT V,88,"19,515",256.0,80,"1.280,00",2020 年 3 月 12 日,960170,https://store.steampowered.com/app/960170/DJMAX_RESPECT_V/?snr=1_7_7_2300_150_5
112,A Little to the Left,88,"3,053",599.25,25,"799,00",2022 年 11 月 8 日,1629520,https://store.steampowered.com/app/1629520/A_Little_to_the_Left/?snr=1_7_7_2300_150_5
113,Assassin's Creed® Origins,86,"83,294",899.85,85,"5.999,00",2017 年 10 月 27 日,582160,https://store.steampowered.com/app/582160/Assassins_Creed_Origins/?snr=1_7_7_2300_150_5
114,死亡空间,92,"24,164",5599.3,30,"7.999,00",2023 年 1 月 28 日,1693980,https://store.steampowered.com/app/1693980/_/?snr=1_7_7_2300_150_5
115,漫威暗夜之子,81,"8,840",2799.6,60,"6.999,00",2022 年 12 月 2 日,368260,https://store.steampowered.com/app/368260/_/?snr=1_7_7_2300_150_5
116,Days Gone,92,"43,076",2804.67,67,"8.499,00",2021 年 5 月 18 日,1259420,https://store.steampowered.com/app/1259420/Days_Gone/?snr=1_7_7_2300_150_5
117,Devil May Cry 5,95,"68,544",798.6,67,"2.420,00",2019 年 3 月 8 日,601150,https://store.steampowered.com/app/601150/Devil_May_Cry_5/?snr=1_7_7_2300_150_5
118,面包和年糕 (Bread & Fred),87,581,840.0,20,"1.050,00",2023 年 5 月 23 日,1607680,https://store.steampowered.com/app/1607680/_Bread__Fred/?snr=1_7_7_2300_150_5
119,Pummel Party,89,"35,576",107.99,40,"179,99",2018 年 9 月 21 日,880940,https://store.steampowered.com/app/880940/Pummel_Party/?snr=1_7_7_2300_150_5
120,DOOM Eternal,91,"150,500",659.67,67,"1.999,00",2020 年 3 月 20 日,782330,https://store.steampowered.com/app/782330/DOOM_Eternal/?snr=1_7_7_2300_150_5
121,Call of Duty®: Modern Warfare®,76,"4,219",2969.67,67,"8.999,00",2023 年 3 月 9 日,2000950,https://store.steampowered.com/app/2000950/Call_of_Duty_Modern_Warfare/?snr=1_7_7_2300_150_5
122,Far Cry® 5,80,"127,561",749.85,85,"4.999,00",2018 年 3 月 27 日,552520,https://store.steampowered.com/app/552520/Far_Cry_5/?snr=1_7_7_2300_150_5
123,FOR HONOR™,69,"79,712",299.8,80,"1.499,00",2017 年 2 月 14 日,304390,https://store.steampowered.com/app/304390/FOR_HONOR/?snr=1_7_7_2300_150_5
124,Total War: THREE KINGDOMS,82,"53,983",2889.66,66,"8.499,00",2019 年 5 月 23 日,779340,https://store.steampowered.com/app/779340/Total_War_THREE_KINGDOMS/?snr=1_7_7_2300_150_5
125,STRANGER OF PARADISE FINAL FANTASY ORIGIN,86,"1,216",2099.3,30,"2.999,00",2023 年 4 月 6 日,1358700,https://store.steampowered.com/app/1358700/STRANGER_OF_PARADISE_FINAL_FANTASY_ORIGIN/?snr=1_7_7_2300_150_6
126,Bloons TD 6,97,"231,133",250.0,75,"1.000,00",2018 年 12 月 18 日,960090,https://store.steampowered.com/app/960090/Bloons_TD_6/?snr=1_7_7_2300_150_6
127,咩咩启示录,94,"48,181",779.35,35,"1.199,00",2022 年 8 月 11 日,1313140,https://store.steampowered.com/app/1313140/_/?snr=1_7_7_2300_150_6
128,Outer Wilds,95,"45,122",1079.99,40,"1.799,99",2020 年 6 月 18 日,753640,https://store.steampowered.com/app/753640/Outer_Wilds/?snr=1_7_7_2300_150_6
129,《极品飞车™：不羁》,63,"13,389",2699.7,70,"8.999,00",2022 年 12 月 2 日,1846380,https://store.steampowered.com/app/1846380/_/?snr=1_7_7_2300_150_6
130,X4: Foundations,76,"14,181",1280.0,60,"3.200,00",2018 年 11 月 30 日,392160,https://store.steampowered.com/app/392160/X4_Foundations/?snr=1_7_7_2300_150_6
131,遗迹：灰烬重生,85,"38,761",315.0,65,"900,00",2019 年 8 月 20 日,617290,https://store.steampowered.com/app/617290/_/?snr=1_7_7_2300_150_6
132,原子之心,85,"17,728",3629.34,34,"5.499,00",2023 年 2 月 21 日,668580,https://store.steampowered.com/app/668580/_/?snr=1_7_7_2300_150_6
133,Demonologist,91,"6,991",1050.0,30,"1.500,00",2023 年 3 月 27 日,1929610,https://store.steampowered.com/app/1929610/Demonologist/?snr=1_7_7_2300_150_6
134,Disco Elysium - The Final Cut,93,"72,452",109.99,75,"439,99",2019 年 10 月 16 日,632470,https://store.steampowered.com/app/632470/Disco_Elysium__The_Final_Cut/?snr=1_7_7_2300_150_6
135,Cuphead,96,"124,074",157.49,30,"224,99",2017 年 9 月 29 日,268910,https://store.steampowered.com/app/268910/Cuphead/?snr=1_7_7_2300_150_6
136,Total War: WARHAMMER,79,"30,430",1624.75,75,"6.499,00",2016 年 5 月 24 日,364360,https://store.steampowered.com/app/364360/Total_War_WARHAMMER/?snr=1_7_7_2300_150_6
137,Jagged Alliance 3,,,2280.0,20,"2.850,00",2023 年 7 月 14 日,1084160,https://store.steampowered.com/app/1084160/Jagged_Alliance_3/?snr=1_7_7_2300_150_6
138,DARK SOULS™ II: Scholar of the First Sin,85,"58,983",2849.5,50,"5.699,00",2015 年 4 月 2 日,335300,https://store.steampowered.com/app/335300/DARK_SOULS_II_Scholar_of_the_First_Sin/?snr=1_7_7_2300_150_6
139,Sun Haven,87,"8,304",1225.0,30,"1.750,00",2023 年 3 月 11 日,1432860,https://store.steampowered.com/app/1432860/Sun_Haven/?snr=1_7_7_2300_150_6
140,七龙珠Z 卡卡洛特,93,"31,852",1779.75,75,"7.119,00",2020 年 1 月 17 日,851850,https://store.steampowered.com/app/851850/Z/?snr=1_7_7_2300_150_6
141,土豆兄弟(Brotato),96,"40,148",54.39,20,"67,99",2023 年 6 月 23 日,1942280,https://store.steampowered.com/app/1942280/Brotato/?snr=1_7_7_2300_150_6
142,Space Engineers,89,"78,213",449.5,50,"899,00",2019 年 3 月 1 日,244850,https://store.steampowered.com/app/244850/Space_Engineers/?snr=1_7_7_2300_150_6
143,Fallout 4: Game of the Year Edition,81,"213,665",399.75,75,"1.599,00",2015 年 11 月 11 日,"(377160, 435870, 435880, 435881, 480630, 480631, 490650)",https://store.steampowered.com/sub/199943/?snr=1_7_7_2300_150_6
144,风暴之城 Against the Storm,95,"11,534",974.99,35,"1.499,99",2022 年 11 月 1 日,1336490,https://store.steampowered.com/app/1336490/_Against_the_Storm/?snr=1_7_7_2300_150_6
145,Slay the Spire,97,"114,263",95.19,66,"279,99",2019 年 1 月 23 日,646570,https://store.steampowered.com/app/646570/Slay_the_Spire/?snr=1_7_7_2300_150_6
146,莱莎的炼金工房３ ～终结之炼金术士与秘密钥匙～,92,"1,019",6749.25,25,"8.999,00",2023 年 3 月 24 日,1999770,https://store.steampowered.com/app/1999770/_/?snr=1_7_7_2300_150_6
147,神力科莎：竞速 Assetto Corsa Competizione,91,"17,908",449.7,70,"1.499,00",2019 年 5 月 29 日,805550,https://store.steampowered.com/app/805550/_Assetto_Corsa_Competizione/?snr=1_7_7_2300_150_6
148,Titanfall® 2,94,"147,936",209.85,85,"1.399,00",2020 年 6 月 19 日,1237970,https://store.steampowered.com/app/1237970/Titanfall_2/?snr=1_7_7_2300_150_6
149,Resident Evil Village,95,"64,420",1700.0,50,"3.400,00",2021 年 5 月 8 日,1196590,https://store.steampowered.com/app/1196590/Resident_Evil_Village/?snr=1_7_7_2300_150_6
150,Car Mechanic Simulator 2021,95,"19,288",1050.0,40,"1.750,00",2021 年 8 月 11 日,1190000,https://store.steampowered.com/app/1190000/Car_Mechanic_Simulator_2021/?snr=1_7_7_2300_150_7
151,Farthest Frontier,85,"12,536",1020.0,15,"1.200,00",2022 年 8 月 9 日,1044720,https://store.steampowered.com/app/1044720/Farthest_Frontier/?snr=1_7_7_2300_150_7
152,ASTRONEER,91,"92,581",840.0,60,"2.100,00",2019 年 2 月 6 日,361420,https://store.steampowered.com/app/361420/ASTRONEER/?snr=1_7_7_2300_150_7
153,人类一败涂地 / Human Fall Flat,94,"142,931",420.0,70,"1.400,00",2016 年 7 月 23 日,477160,https://store.steampowered.com/app/477160/__Human_Fall_Flat/?snr=1_7_7_2300_150_7
154,莱莎的炼金工房 ～常暗女王与秘密藏身处～,86,"6,033",6304.5,50,"12.609,00",2019 年 10 月 29 日,1121560,https://store.steampowered.com/app/1121560/_/?snr=1_7_7_2300_150_7
155,Tom Clancy's Ghost Recon® Wildlands,80,"64,740",999.8,80,"4.999,00",2017 年 3 月 7 日,460930,https://store.steampowered.com/app/460930/Tom_Clancys_Ghost_Recon_Wildlands/?snr=1_7_7_2300_150_7
156,Tom Clancy’s The Division® 2,65,"8,174",899.7,70,"2.999,00",2023 年 1 月 13 日,2221490,https://store.steampowered.com/app/2221490/Tom_Clancys_The_Division_2/?snr=1_7_7_2300_150_7
157,Resident Evil 3,80,"47,619",850.0,75,"3.400,00",2019 年 1 月 25 日,952060,https://store.steampowered.com/app/952060/Resident_Evil_3/?snr=1_7_7_2300_150_7
158,火影忍者 疾风传 终极风暴4,90,"62,019",1007.8,80,"5.039,00",2016 年 2 月 5 日,349040,https://store.steampowered.com/app/349040/__4/?snr=1_7_7_2300_150_7
159,System Shock,93,"3,945",3359.2,20,"4.199,00",2023 年 5 月 30 日,482400,https://store.steampowered.com/app/482400/System_Shock/?snr=1_7_7_2300_150_7
160,FINAL FANTASY XV WINDOWS EDITION,83,"34,975",385.0,50,"770,00",2018 年 3 月 7 日,637650,https://store.steampowered.com/app/637650/FINAL_FANTASY_XV_WINDOWS_EDITION/?snr=1_7_7_2300_150_7
161,LEGO® Star Wars™: The Skywalker Saga Galactic Edition,91,"30,883",2144.67,67,"6.499,00",2022 年 11 月 2 日,"(920210, 1941590, 1353941, 1353946, 1353942, 1353943, 1414630, 1353944, 1353945, 2150634, 2150630, 2194990, 2194991)",https://store.steampowered.com/sub/785847/?snr=1_7_7_2300_150_7
162,带我去地下城吧！！,93,705,751.5,10,"835,00",2023 年 6 月 29 日,1793250,https://store.steampowered.com/app/1793250/_/?snr=1_7_7_2300_150_7
163,Wartales,90,"16,527",1920.0,20,"2.400,00",2023 年 4 月 12 日,1527950,https://store.steampowered.com/app/1527950/Wartales/?snr=1_7_7_2300_150_7
164,人中之龙7　光与暗的去向　国际版,95,"16,661",1999.75,75,"7.999,00",2020 年 11 月 11 日,1235140,https://store.steampowered.com/app/1235140/7/?snr=1_7_7_2300_150_7
165,Pathfinder: Wrath of the Righteous - Enhanced Edition,84,"21,699",479.7,70,"1.599,00",2021 年 9 月 3 日,1184370,https://store.steampowered.com/app/1184370/Pathfinder_Wrath_of_the_Righteous__Enhanced_Edition/?snr=1_7_7_2300_150_7
166,人类,67,"17,950",479.8,80,"2.399,00",2021 年 8 月 17 日,1124300,https://store.steampowered.com/app/1124300/_/?snr=1_7_7_2300_150_7
167,Battlefield™ 1,86,"101,505",624.75,75,"2.499,00",2020 年 6 月 11 日,1238840,https://store.steampowered.com/app/1238840/Battlefield_1/?snr=1_7_7_2300_150_7
168,邪恶冥刻,97,"86,160",539.99,40,"899,99",2021 年 10 月 19 日,1092790,https://store.steampowered.com/app/1092790/_/?snr=1_7_7_2300_150_7
169,Hi-Fi RUSH,97,"14,953",2399.2,20,"2.999,00",2023 年 1 月 26 日,1817230,https://store.steampowered.com/app/1817230/HiFi_RUSH/?snr=1_7_7_2300_150_7
170,Vampire Survivors - 吸血鬼幸存者,98,"190,371",224.25,25,"299,00",2022 年 10 月 21 日,1794680,https://store.steampowered.com/app/1794680/Vampire_Survivors/?snr=1_7_7_2300_150_7
171,Unpacking,92,"19,541",636.0,40,"1.060,00",2021 年 11 月 2 日,1135690,https://store.steampowered.com/app/1135690/Unpacking/?snr=1_7_7_2300_150_7
172,Kena: Bridge of Spirits,92,"8,522",799.6,60,"1.999,00",2022 年 9 月 27 日,1954200,https://store.steampowered.com/app/1954200/Kena_Bridge_of_Spirits/?snr=1_7_7_2300_150_7
173,破晓传奇,89,"22,416",4039.6,60,"10.099,00",2021 年 9 月 10 日,740130,https://store.steampowered.com/app/740130/_/?snr=1_7_7_2300_150_7
174,Victoria 3,66,"22,032",1999.2,20,"2.499,00",2022 年 10 月 26 日,529340,https://store.steampowered.com/app/529340/Victoria_3/?snr=1_7_7_2300_150_7
175,Frostpunk,91,"76,447",420.0,80,"2.100,00",2018 年 4 月 24 日,323190,https://store.steampowered.com/app/323190/Frostpunk/?snr=1_7_7_2300_150_8
176,永恒天空,89,"1,537",2124.99,20,"2.656,24",2023 年 6 月 23 日,1641960,https://store.steampowered.com/app/1641960/_/?snr=1_7_7_2300_150_8
177, 《四海兄弟: 最终版》​,86,"44,150",895.65,65,"2.559,00",2020 年 9 月 25 日,1030840,https://store.steampowered.com/app/1030840/_/?snr=1_7_7_2300_150_8
178,火山的女儿,97,"17,337",913.75,15,"1.075,00",2023 年 4 月 21 日,1669980,https://store.steampowered.com/app/1669980/_/?snr=1_7_7_2300_150_8
179,《Need for Speed™ Heat,84,"68,019",839.8,80,"4.199,00",2020 年 6 月 4 日,1222680,https://store.steampowered.com/app/1222680/Need_for_Speed_Heat/?snr=1_7_7_2300_150_8
180,TEKKEN 7,82,"59,275",1006.35,85,"6.709,00",2017 年 6 月 2 日,389730,https://store.steampowered.com/app/389730/TEKKEN_7/?snr=1_7_7_2300_150_8
181,The Elder Scrolls V: Skyrim Anniversary Edition,93,"137,516",999.6,60,"2.499,00",2021 年 11 月 11 日,"(489830, 1746860)",https://store.steampowered.com/sub/626153/?snr=1_7_7_2300_150_8
182,DRAGON BALL XENOVERSE 2,89,"31,885",1079.85,85,"7.199,00",2016 年 10 月 28 日,454650,https://store.steampowered.com/app/454650/DRAGON_BALL_XENOVERSE_2/?snr=1_7_7_2300_150_8
183,Grim Dawn,93,"70,416",500.0,50,"1.000,00",2016 年 2 月 26 日,219990,https://store.steampowered.com/app/219990/Grim_Dawn/?snr=1_7_7_2300_150_8
184,Granblue Fantasy: Versus,83,"6,574",22.49,90,"224,99",2020 年 3 月 14 日,1090630,https://store.steampowered.com/app/1090630/Granblue_Fantasy_Versus/?snr=1_7_7_2300_150_8
185,SCUM,74,"73,189",2294.0,50,"4.588,00",2018 年 8 月 29 日,513710,https://store.steampowered.com/app/513710/SCUM/?snr=1_7_7_2300_150_8
186,The Forest,95,"411,411",179.99,20,"224,99",2018 年 5 月 1 日,242760,https://store.steampowered.com/app/242760/The_Forest/?snr=1_7_7_2300_150_8
187,NieR Replicant™ ver.1.22474487139...,88,"15,863",1399.6,60,"3.499,00",2021 年 4 月 24 日,1113560,https://store.steampowered.com/app/1113560/NieR_Replicant_ver122474487139/?snr=1_7_7_2300_150_8
188,岐路旅人,86,"10,287",1194.99,50,"2.389,99",2019 年 6 月 8 日,921570,https://store.steampowered.com/app/921570/_/?snr=1_7_7_2300_150_8
189,Ori and the Will of the Wisps,96,"105,418",749.75,75,"2.999,00",2020 年 3 月 11 日,1057090,https://store.steampowered.com/app/1057090/Ori_and_the_Will_of_the_Wisps/?snr=1_7_7_2300_150_8
190,Middle-earth™: Shadow of War™,87,"66,352",599.85,85,"3.999,00",2017 年 10 月 10 日,356190,https://store.steampowered.com/app/356190/Middleearth_Shadow_of_War/?snr=1_7_7_2300_150_8
191,主播女孩重度依赖,95,"24,396",279.99,50,"559,99",2022 年 1 月 21 日,1451940,https://store.steampowered.com/app/1451940/_/?snr=1_7_7_2300_150_8
192,Age of Empires III: Definitive Edition,82,"29,571",699.65,65,"1.999,00",2020 年 10 月 15 日,933110,https://store.steampowered.com/app/933110/Age_of_Empires_III_Definitive_Edition/?snr=1_7_7_2300_150_8
193,Resident Evil 2,97,"91,371",850.0,75,"3.400,00",2019 年 1 月 25 日,883710,https://store.steampowered.com/app/883710/Resident_Evil_2/?snr=1_7_7_2300_150_8
194,密室逃脱模拟器,94,"10,009",787.5,25,"1.050,00",2021 年 10 月 19 日,1435790,https://store.steampowered.com/app/1435790/_/?snr=1_7_7_2300_150_8
195,缺氧,96,"95,794",95.19,66,"279,99",2019 年 7 月 31 日,457140,https://store.steampowered.com/app/457140/_/?snr=1_7_7_2300_150_8
196,Steel Division 2,79,"6,123",799.75,75,"3.199,00",2019 年 6 月 20 日,919640,https://store.steampowered.com/app/919640/Steel_Division_2/?snr=1_7_7_2300_150_8
197,雨世界,93,"14,713",700.0,60,"1.750,00",2017 年 3 月 29 日,312520,https://store.steampowered.com/app/312520/_/?snr=1_7_7_2300_150_8
198,Assassin’s Creed® IV Black Flag™,89,"51,985",1199.7,70,"3.999,00",2013 年 11 月 20 日,242050,https://store.steampowered.com/app/242050/Assassins_Creed_IV_Black_Flag/?snr=1_7_7_2300_150_8
199,GUILTY GEAR -STRIVE-,92,"27,887",472.49,25,"629,99",2021 年 6 月 11 日,1384160,https://store.steampowered.com/app/1384160/GUILTY_GEAR_STRIVE/?snr=1_7_7_2300_150_8
200,Darkest Dungeon® II,75,"8,807",2080.0,20,"2.600,00",2023 年 5 月 8 日,1940340,https://store.steampowered.com/app/1940340/Darkest_Dungeon_II/?snr=1_7_7_2300_150_9
